"time","from","to","amount","kind"
15,22,50,0.0451872086740924,"freelance_theft"
15,36,29,0.0392387004540919,"freelance_theft"
15,41,59,0.0906320620546884,"freelance_theft"
15,32,18,0.12540262061552,"freelance_theft"
15,46,28,0.0557772259577811,"freelance_theft"
15,50,22,0.0591366240172815,"freelance_theft"
15,45,34,0.0513511255362675,"freelance_theft"
15,21,29,0.0255051552951597,"freelance_theft"
15,26,46,0.0594680017194769,"freelance_theft"
15,23,26,0.0521964077930519,"freelance_theft"
15,3,41,0.0611807993258631,"freelance_theft"
15,53,13,0.0424845099787603,"freelance_theft"
16,2,29,0.08,"guard_contract"
16,20,16,0.08,"guard_contract"
16,37,13,0.08,"guard_contract"
16,30,34,0.08,"guard_contract"
16,49,26,0.08,"guard_contract"
16,17,53,0.0618392627975805,"freelance_theft"
16,46,34,0.0613782315985739,"freelance_theft"
16,22,3,0.0799743224226087,"freelance_theft"
16,41,51,0.531164435120647,"freelance_theft"
16,55,29,0.0445783509418538,"freelance_theft"
16,28,13,0.0556149314861942,"freelance_theft"
16,3,21,0.0738436089555772,"freelance_theft"
16,47,57,0.0447548252453263,"freelance_theft"
16,15,41,0.218675071854037,"freelance_theft"
16,35,59,0.0589108403355475,"freelance_theft"
16,12,41,0.142138796705124,"freelance_theft"
16,6,3,0.0708285727091476,"freelance_theft"
16,36,48,0.467584743382261,"freelance_theft"
16,53,16,0.0463183948149936,"freelance_theft"
16,45,1,0.0624771875,"freelance_theft"
16,50,35,0.0782029031169015,"freelance_theft"
16,21,12,0.155928490159418,"freelance_theft"
16,58,57,0.0290906364094621,"freelance_theft"
16,57,12,0.101353518603622,"freelance_theft"
17,2,29,0.08,"guard_contract"
17,19,16,0.08,"guard_contract"
17,40,59,0.08,"guard_contract"
17,4,13,0.03,"patron_contract"
17,7,52,0.03,"patron_contract"
17,43,34,0.03,"patron_contract"
17,27,3,0.03,"patron_contract"
17,24,57,0.03,"patron_contract"
17,20,28,0.03,"patron_contract"
17,33,53,0.03,"patron_contract"
17,37,55,0.03,"patron_contract"
17,30,35,0.03,"patron_contract"
17,49,45,0.03,"patron_contract"
17,56,46,0.03,"patron_contract"
17,31,42,0.03,"patron_contract"
17,14,22,0.03,"patron_contract"
17,5,26,0.03,"patron_contract"
17,39,50,0.03,"patron_contract"
17,44,32,0.03,"patron_contract"
17,10,12,0.03,"patron_contract"
17,38,23,0.03,"patron_contract"
17,54,18,0.03,"patron_contract"
17,8,6,0.03,"patron_contract"
17,25,41,0.03,"patron_contract"
17,51,21,0.03,"patron_contract"
17,11,58,0.03,"patron_contract"
17,48,15,0.03,"patron_contract"
17,9,17,0.03,"patron_contract"
17,12,42,0.0638295555520635,"delegated_theft"
17,57,15,0.123961630273384,"delegated_theft"
17,22,6,0.0981303281195029,"delegated_theft"
17,55,45,0.063357034313531,"delegated_theft"
17,52,16,0.0581069566297459,"delegated_theft"
17,28,47,0.145469908563115,"delegated_theft"
17,32,17,0.129959363420805,"delegated_theft"
17,3,21,0.106073317376922,"delegated_theft"
17,34,35,0.061331887025986,"delegated_theft"
17,46,32,0.088171479310947,"delegated_theft"
17,23,42,0.0414892111088413,"delegated_theft"
17,50,57,0.0704066019454761,"delegated_theft"
17,45,13,0.0466497054660262,"delegated_theft"
17,6,17,0.0844735862235231,"delegated_theft"
17,35,36,0.215109905874247,"delegated_theft"
17,42,59,0.0592920462181058,"delegated_theft"
17,21,58,0.108746976823742,"delegated_theft"
17,18,58,0.0706855349354326,"delegated_theft"
17,15,45,0.0415294009146942,"delegated_theft"
17,58,34,0.0530556227456658,"delegated_theft"
17,26,53,0.0599069590036751,"delegated_theft"
17,36,15,0.0801159403217642,"freelance_theft"
17,17,36,0.160862017930878,"delegated_theft"
17,13,12,0.0794329420918042,"delegated_theft"
17,41,42,0.0293064845000985,"delegated_theft"
17,47,32,0.0573114615521155,"freelance_theft"
17,53,16,0.0377695218093348,"delegated_theft"
18,30,42,0.08,"guard_contract"
18,2,16,0.08,"guard_contract"
18,24,45,0.08,"guard_contract"
18,27,34,0.08,"guard_contract"
18,20,13,0.08,"guard_contract"
18,4,32,0.08,"guard_contract"
18,7,53,0.08,"guard_contract"
18,43,59,0.08,"guard_contract"
18,57,16,0.0525501891760676,"freelance_theft"
18,22,50,0.0780295599415366,"freelance_theft"
18,17,50,0.0507192139619988,"freelance_theft"
18,58,13,0.0638329969323762,"freelance_theft"
18,50,22,0.0986956911175055,"freelance_theft"
18,26,50,0.0605109809664261,"freelance_theft"
18,52,13,0.0414914480060445,"freelance_theft"
18,3,13,0.0269694412039289,"freelance_theft"
18,12,42,0.047049214925064,"freelance_theft"
18,36,58,0.0626434072168052,"freelance_theft"
18,18,34,0.0624861547846828,"freelance_theft"
18,28,53,0.065888223037359,"freelance_theft"
18,55,46,0.070523590168635,"freelance_theft"
18,15,18,0.104014829327057,"freelance_theft"
18,29,28,0.091192811554492,"freelance_theft"
18,6,21,0.0720753051447384,"freelance_theft"
18,23,36,0.119485504180953,"freelance_theft"
18,41,26,0.0890418544468117,"freelance_theft"
18,47,23,0.118657160871061,"freelance_theft"
19,19,13,0.03,"patron_contract"
19,30,42,0.03,"patron_contract"
19,37,16,0.03,"patron_contract"
19,40,46,0.03,"patron_contract"
19,33,50,0.03,"patron_contract"
19,49,34,0.03,"patron_contract"
19,56,58,0.03,"patron_contract"
19,2,53,0.03,"patron_contract"
19,24,21,0.03,"patron_contract"
19,27,45,0.03,"patron_contract"
19,14,57,0.03,"patron_contract"
19,20,52,0.03,"patron_contract"
19,4,26,0.03,"patron_contract"
19,7,28,0.03,"patron_contract"
19,43,35,0.03,"patron_contract"
19,31,12,0.03,"patron_contract"
19,5,22,0.03,"patron_contract"
19,39,32,0.03,"patron_contract"
19,44,59,0.03,"patron_contract"
19,10,18,0.03,"patron_contract"
19,38,3,0.03,"patron_contract"
19,54,23,0.03,"patron_contract"
19,8,36,0.03,"patron_contract"
19,51,55,0.03,"patron_contract"
19,25,15,0.03,"patron_contract"
19,9,29,0.03,"patron_contract"
19,11,17,0.03,"patron_contract"
19,48,6,0.03,"patron_contract"
19,55,29,0.0923934121562772,"delegated_theft"
19,15,36,0.0881655777176192,"delegated_theft"
19,22,41,0.12467063822348,"delegated_theft"
19,50,41,0.0810359148452622,"delegated_theft"
19,47,55,0.0989243255553341,"freelance_theft"
19,45,46,0.0493403336096127,"delegated_theft"
19,59,13,0.0280301367825538,"delegated_theft"
19,41,50,0.0555952942163058,"freelance_theft"
19,6,36,0.0573076255164525,"delegated_theft"
19,58,52,0.0681828530771705,"delegated_theft"
19,36,18,0.0781096390625874,"delegated_theft"
19,34,18,0.0507712653906818,"delegated_theft"
19,17,22,0.0872878247465767,"delegated_theft"
19,12,47,0.169767972358503,"delegated_theft"
19,29,6,0.100841610927382,"delegated_theft"
19,26,32,0.0757524500088751,"delegated_theft"
19,46,55,0.0643008116109672,"delegated_theft"
19,18,59,0.074454576585021,"delegated_theft"
19,16,58,0.0549570140505778,"delegated_theft"
19,32,53,0.0533273449742834,"delegated_theft"
19,57,46,0.0351985946749756,"delegated_theft"
19,42,15,0.0988666299641419,"delegated_theft"
19,53,45,0.0662652131380653,"delegated_theft"
19,23,15,0.0642633094766922,"delegated_theft"
19,21,52,0.0443188545001608,"delegated_theft"
19,35,23,0.0907486258087685,"delegated_theft"
19,52,47,0.110349182033027,"delegated_theft"
19,28,50,0.0361369412405988,"delegated_theft"
19,3,45,0.0430723885397424,"delegated_theft"
19,13,12,0.0913370932299094,"delegated_theft"
20,19,46,0.08,"guard_contract"
20,30,50,0.08,"guard_contract"
20,31,13,0.08,"guard_contract"
20,33,45,0.08,"guard_contract"
20,40,58,0.08,"guard_contract"
20,20,18,0.08,"guard_contract"
20,37,53,0.08,"guard_contract"
20,34,3,0.0789683253641957,"freelance_theft"
20,6,52,0.0391872515953063,"freelance_theft"
20,15,34,0.0727513887865447,"freelance_theft"
20,57,53,0.0660995453025295,"freelance_theft"
20,42,32,0.0506381493392184,"freelance_theft"
20,55,26,0.0733082162668254,"freelance_theft"
20,59,58,0.0637220591328756,"freelance_theft"
20,3,18,0.065727918316084,"freelance_theft"
20,32,9,0.309271997853873,"freelance_theft"
20,52,17,0.101243156153689,"freelance_theft"
20,17,7,0.474589617155759,"freelance_theft"
20,26,21,0.0503291679278553,"freelance_theft"
20,23,21,0.032713959153106,"freelance_theft"
20,22,32,0.134159996319347,"freelance_theft"
20,16,36,0.0425522247380516,"freelance_theft"
20,12,26,0.0582655493481859,"freelance_theft"
20,47,51,0.341976407707074,"freelance_theft"
20,36,21,0.0212640734495189,"freelance_theft"
20,35,23,0.0634364924792866,"freelance_theft"
21,56,21,0.08,"guard_contract"
21,5,36,0.08,"guard_contract"
21,49,26,0.08,"guard_contract"
21,2,23,0.08,"guard_contract"
21,4,58,0.08,"guard_contract"
21,43,18,0.03,"patron_contract"
21,27,53,0.03,"patron_contract"
21,24,34,0.03,"patron_contract"
21,14,46,0.03,"patron_contract"
21,19,50,0.03,"patron_contract"
21,30,13,0.03,"patron_contract"
21,39,52,0.03,"patron_contract"
21,31,16,0.03,"patron_contract"
21,33,45,0.03,"patron_contract"
21,40,41,0.03,"patron_contract"
21,20,15,0.03,"patron_contract"
21,37,42,0.03,"patron_contract"
21,44,55,0.03,"patron_contract"
21,10,28,0.03,"patron_contract"
21,38,29,0.03,"patron_contract"
21,54,59,0.03,"patron_contract"
21,8,3,0.03,"patron_contract"
21,25,6,0.03,"patron_contract"
21,7,12,0.03,"patron_contract"
21,11,57,0.03,"patron_contract"
21,48,32,0.03,"patron_contract"
21,16,51,0.222284665009598,"delegated_theft"
21,3,17,0.224914417504413,"delegated_theft"
21,45,41,0.0686316976251275,"delegated_theft"
21,15,22,0.0966930847970465,"delegated_theft"
21,42,26,0.0658726070763208,"delegated_theft"
21,51,46,0.0613790865387341,"freelance_theft"
21,18,16,0.0927164660747397,"delegated_theft"
21,52,42,0.0742517718038909,"delegated_theft"
21,34,53,0.0534647044466442,"delegated_theft"
21,13,18,0.0608259903122261,"delegated_theft"
21,9,16,0.0602657029485808,"freelance_theft"
21,22,53,0.0347520578903187,"freelance_theft"
21,35,45,0.0703065449267902,"freelance_theft"
21,46,51,0.158967712544796,"delegated_theft"
21,29,36,0.0561013717870652,"delegated_theft"
21,17,22,0.0680137253796918,"freelance_theft"
21,50,12,0.0832620528713062,"delegated_theft"
21,47,16,0.0391727069165775,"freelance_theft"
21,28,53,0.0225888376287072,"delegated_theft"
21,59,34,0.0592090936616005,"delegated_theft"
21,57,23,0.0692337201115363,"delegated_theft"
21,6,46,0.0579338209759825,"delegated_theft"
21,55,51,0.103329013154117,"delegated_theft"
21,32,59,0.0765236277284722,"delegated_theft"
21,41,47,0.191129158439746,"delegated_theft"
21,53,50,0.0681027851336199,"delegated_theft"
21,12,51,0.0671638585501762,"delegated_theft"
22,31,53,0.08,"guard_contract"
22,14,16,0.08,"guard_contract"
22,40,36,0.08,"guard_contract"
22,43,46,0.08,"guard_contract"
22,27,34,0.08,"guard_contract"
22,24,18,0.08,"guard_contract"
22,19,21,0.03,"patron_contract"
22,39,26,0.03,"patron_contract"
22,30,51,0.03,"patron_contract"
22,20,22,0.03,"patron_contract"
22,44,50,0.03,"patron_contract"
22,56,23,0.03,"patron_contract"
22,5,45,0.03,"patron_contract"
22,49,42,0.03,"patron_contract"
22,2,59,0.03,"patron_contract"
22,4,12,0.03,"patron_contract"
22,33,13,0.03,"patron_contract"
22,37,41,0.03,"patron_contract"
22,10,28,0.03,"patron_contract"
22,38,52,0.03,"patron_contract"
22,8,58,0.03,"patron_contract"
22,54,29,0.03,"patron_contract"
22,25,15,0.03,"patron_contract"
22,7,55,0.03,"patron_contract"
22,11,6,0.03,"patron_contract"
22,48,57,0.03,"patron_contract"
22,35,47,0.124233952985835,"freelance_theft"
22,12,32,0.10275646897481,"delegated_theft"
22,59,9,0.215119794637021,"delegated_theft"
22,17,53,0.0464089331172048,"freelance_theft"
22,42,21,0.0523216477421873,"delegated_theft"
22,13,9,0.139827866514063,"delegated_theft"
22,9,47,0.0807520694407926,"freelance_theft"
22,23,41,0.0782134459105928,"delegated_theft"
22,22,9,0.112151337538419,"delegated_theft"
22,6,18,0.067536893702947,"delegated_theft"
22,51,55,0.090727722812291,"delegated_theft"
22,50,26,0.0533171945996085,"delegated_theft"
22,41,51,0.0614461244005504,"delegated_theft"
22,15,29,0.0847742376791055,"delegated_theft"
22,26,47,0.0524888451365152,"delegated_theft"
22,52,45,0.0561992542024136,"delegated_theft"
22,58,17,0.172242301851782,"delegated_theft"
22,3,17,0.111957496203659,"freelance_theft"
22,29,17,0.0727723725323781,"delegated_theft"
22,55,9,0.0728983693999721,"delegated_theft"
22,45,15,0.0958152405251345,"delegated_theft"
22,47,34,0.0664859108800403,"freelance_theft"
22,21,46,0.0656569836343886,"delegated_theft"
22,57,55,0.0634545130084848,"delegated_theft"
22,28,15,0.0622799063413374,"delegated_theft"
23,2,53,0.08,"guard_contract"
23,31,26,0.08,"guard_contract"
23,33,21,0.08,"guard_contract"
23,20,51,0.08,"guard_contract"
23,19,15,0.08,"guard_contract"
23,14,55,0.08,"guard_contract"
23,30,46,0.08,"guard_contract"
23,5,34,0.08,"guard_contract"
23,4,18,0.08,"guard_contract"
23,56,45,0.03,"patron_contract"
23,39,17,0.03,"patron_contract"
23,40,9,0.03,"patron_contract"
23,43,47,0.03,"patron_contract"
23,44,16,0.03,"patron_contract"
23,49,41,0.03,"patron_contract"
23,37,50,0.03,"patron_contract"
23,27,29,0.03,"patron_contract"
23,24,32,0.03,"patron_contract"
23,8,42,0.03,"patron_contract"
23,10,23,0.03,"patron_contract"
23,38,36,0.03,"patron_contract"
23,54,22,0.03,"patron_contract"
23,25,12,0.03,"patron_contract"
23,7,52,0.03,"patron_contract"
23,11,28,0.03,"patron_contract"
23,48,59,0.03,"patron_contract"
23,32,52,0.0919528547867331,"delegated_theft"
23,50,58,0.100047500978025,"delegated_theft"
23,22,3,0.138443327325582,"delegated_theft"
23,36,58,0.0650308756357161,"delegated_theft"
23,3,12,0.0878827859515344,"freelance_theft"
23,52,46,0.0706770393623526,"delegated_theft"
23,59,50,0.0754217498903302,"delegated_theft"
23,9,22,0.0906775812128798,"delegated_theft"
23,17,46,0.0459400755855292,"delegated_theft"
23,35,57,0.11023387370978,"freelance_theft"
23,42,16,0.0639622594957754,"delegated_theft"
23,29,28,0.0923337229310961,"delegated_theft"
23,45,35,0.178412247742558,"delegated_theft"
23,41,55,0.0692454334555151,"delegated_theft"
23,57,29,0.0776074645269158,"freelance_theft"
23,28,22,0.0589404277883719,"delegated_theft"
23,6,55,0.0450095317460848,"freelance_theft"
23,58,42,0.0735783670625083,"freelance_theft"
23,23,9,0.0651656591510105,"delegated_theft"
23,16,21,0.0653500459548379,"delegated_theft"
23,12,35,0.115967961032663,"delegated_theft"
23,13,29,0.0504448519424953,"freelance_theft"
23,47,51,0.0679399808603577,"delegated_theft"
24,56,55,0.08,"guard_contract"
24,2,46,0.08,"guard_contract"
24,40,29,0.08,"guard_contract"
24,43,22,0.08,"guard_contract"
24,37,9,0.08,"guard_contract"
24,3,26,0.0639231695987467,"freelance_theft"
24,21,11,0.266005000633088,"freelance_theft"
24,28,6,0.107777558834216,"freelance_theft"
24,12,55,0.0572561956349551,"freelance_theft"
24,42,28,0.0930221828738568,"freelance_theft"
24,51,23,0.0745841271197011,"freelance_theft"
24,16,3,0.129120247204227,"freelance_theft"
24,58,6,0.0700554132422406,"freelance_theft"
24,53,22,0.0663112780624417,"freelance_theft"
24,52,29,0.0607891537626219,"freelance_theft"
24,50,18,0.0648989809069156,"freelance_theft"
24,34,6,0.0455360186074564,"freelance_theft"
24,45,13,0.102863861722385,"freelance_theft"
24,15,50,0.0647387807461351,"freelance_theft"
24,47,15,0.0841405123830166,"freelance_theft"
24,36,12,0.081428433203376,"freelance_theft"
24,17,32,0.0707742794625371,"freelance_theft"
24,59,36,0.0997082061953993,"freelance_theft"
24,23,3,0.0839281606827474,"freelance_theft"
24,6,45,0.105222696236565,"freelance_theft"
25,44,26,0.08,"guard_contract"
25,27,55,0.08,"guard_contract"
25,39,29,0.08,"guard_contract"
25,56,50,0.08,"guard_contract"
25,49,18,0.08,"guard_contract"
25,24,22,0.08,"guard_contract"
25,36,21,0.128579280092225,"freelance_theft"
25,42,11,0.172903250411507,"freelance_theft"
25,13,47,0.0870375444663111,"freelance_theft"
25,23,52,0.0781771931278648,"freelance_theft"
25,59,57,0.0848146304957778,"freelance_theft"
25,58,59,0.153083644128477,"freelance_theft"
25,17,50,0.0700802074849878,"freelance_theft"
25,12,50,0.0455521348652421,"freelance_theft"
25,34,29,0.0675129499457042,"freelance_theft"
25,45,42,0.126899840240508,"freelance_theft"
25,9,41,0.0609226602042157,"freelance_theft"
25,15,36,0.102813082059288,"freelance_theft"
25,6,21,0.0835765320599465,"freelance_theft"
25,51,58,0.125121167714844,"freelance_theft"
25,32,11,0.11238711276748,"freelance_theft"
25,46,35,0.0683791746712308,"freelance_theft"
25,11,17,0.0933366744824003,"freelance_theft"
25,35,11,0.0987194593677019,"freelance_theft"
25,41,42,0.08248489615633,"freelance_theft"
25,21,59,0.0995043686835098,"freelance_theft"
25,57,35,0.0719982743149957,"freelance_theft"
25,53,59,0.0646778396442814,"freelance_theft"
25,28,26,0.0625500602391853,"freelance_theft"
25,3,58,0.0813287590146489,"freelance_theft"
26,31,50,0.08,"guard_contract"
26,33,26,0.08,"guard_contract"
26,20,59,0.08,"guard_contract"
26,19,52,0.08,"guard_contract"
26,14,29,0.08,"guard_contract"
26,30,35,0.08,"guard_contract"
26,5,47,0.03,"patron_contract"
26,4,58,0.03,"patron_contract"
26,2,42,0.03,"patron_contract"
26,40,17,0.03,"patron_contract"
26,43,41,0.03,"patron_contract"
26,37,12,0.03,"patron_contract"
26,44,11,0.03,"patron_contract"
26,27,55,0.03,"patron_contract"
26,39,36,0.03,"patron_contract"
26,56,18,0.03,"patron_contract"
26,49,22,0.03,"patron_contract"
26,24,57,0.03,"patron_contract"
26,8,46,0.03,"patron_contract"
26,10,28,0.03,"patron_contract"
26,38,3,0.03,"patron_contract"
26,54,16,0.03,"patron_contract"
26,25,32,0.03,"patron_contract"
26,7,6,0.03,"patron_contract"
26,48,21,0.03,"patron_contract"
26,58,13,0.0833246506827589,"delegated_theft"
26,23,57,0.083828905832504,"freelance_theft"
26,46,26,0.0686575391554705,"delegated_theft"
26,45,1,0.040610171875,"freelance_theft"
26,3,32,0.088838771119267,"delegated_theft"
26,47,36,0.0773285033385375,"delegated_theft"
26,18,51,0.100057840751323,"delegated_theft"
26,55,22,0.0816023307405871,"delegated_theft"
26,32,18,0.0894434475078286,"delegated_theft"
26,22,53,0.0900119977235362,"delegated_theft"
26,41,3,0.0935104765501975,"delegated_theft"
26,42,6,0.0921781419986257,"delegated_theft"
26,57,51,0.0650375964883603,"delegated_theft"
26,51,11,0.0746676485890062,"freelance_theft"
26,53,29,0.0718834174647078,"freelance_theft"
26,9,35,0.0747988783047472,"freelance_theft"
26,16,50,0.0576088876624074,"delegated_theft"
26,28,17,0.0711688384135602,"delegated_theft"
26,11,41,0.0796973428441118,"delegated_theft"
26,21,13,0.0541610229437933,"delegated_theft"
26,15,23,0.113556673502896,"freelance_theft"
26,13,57,0.0577322102380444,"freelance_theft"
26,12,6,0.0599157922991067,"delegated_theft"
26,36,28,0.0900660320018575,"delegated_theft"
26,34,58,0.0694873258420563,"freelance_theft"
26,17,53,0.0766669946329463,"delegated_theft"
26,6,12,0.0748084660721385,"delegated_theft"
27,4,50,0.08,"guard_contract"
27,5,57,0.08,"guard_contract"
27,2,6,0.08,"guard_contract"
27,40,26,0.03,"patron_contract"
27,43,58,0.03,"patron_contract"
27,56,29,0.03,"patron_contract"
27,39,13,0.03,"patron_contract"
27,27,35,0.03,"patron_contract"
27,44,12,0.03,"patron_contract"
27,31,53,0.03,"patron_contract"
27,49,17,0.03,"patron_contract"
27,33,41,0.03,"patron_contract"
27,37,11,0.03,"patron_contract"
27,20,36,0.03,"patron_contract"
27,19,18,0.03,"patron_contract"
27,14,28,0.03,"patron_contract"
27,30,22,0.03,"patron_contract"
27,24,3,0.03,"patron_contract"
27,8,51,0.03,"patron_contract"
27,10,32,0.03,"patron_contract"
27,38,47,0.03,"patron_contract"
27,54,59,0.03,"patron_contract"
27,25,42,0.03,"patron_contract"
27,7,52,0.03,"patron_contract"
27,48,23,0.03,"patron_contract"
27,52,11,0.0645863030808016,"delegated_theft"
27,55,45,0.113023256794195,"freelance_theft"
27,41,53,0.0603335465114151,"delegated_theft"
27,16,58,0.0556667617973366,"freelance_theft"
27,21,51,0.0719081147235864,"freelance_theft"
27,45,6,0.0717275984007812,"freelance_theft"
27,28,15,0.116420747495725,"delegated_theft"
27,53,16,0.101116953867517,"delegated_theft"
27,15,36,0.0679489272103419,"freelance_theft"
27,22,42,0.0821332398663981,"delegated_theft"
27,36,23,0.0843118377768827,"delegated_theft"
27,13,34,0.114103545110352,"delegated_theft"
27,23,46,0.0891073226825113,"delegated_theft"
27,42,45,0.0915697763565001,"delegated_theft"
27,47,23,0.0618370978774693,"delegated_theft"
27,11,50,0.0654457769805648,"delegated_theft"
27,35,21,0.112349476145096,"delegated_theft"
27,59,23,0.040194113620355,"delegated_theft"
27,9,58,0.0361833951682688,"freelance_theft"
27,3,32,0.0753325442100066,"delegated_theft"
27,51,21,0.0730271594943126,"delegated_theft"
27,12,35,0.0698143133909383,"delegated_theft"
27,18,11,0.04528880687696,"delegated_theft"
27,32,46,0.0579197597436324,"delegated_theft"
27,26,9,0.109524405235188,"delegated_theft"
27,46,3,0.0761466854707044,"freelance_theft"
27,17,55,0.114127034132332,"delegated_theft"
27,34,16,0.0657260200138862,"freelance_theft"
27,29,42,0.0608088456893075,"delegated_theft"
27,58,9,0.0711908634028721,"delegated_theft"
28,40,23,0.08,"guard_contract"
28,39,58,0.08,"guard_contract"
28,27,11,0.08,"guard_contract"
28,49,42,0.08,"guard_contract"
28,31,50,0.08,"guard_contract"
28,43,16,0.08,"guard_contract"
28,14,35,0.08,"guard_contract"
28,20,9,0.08,"guard_contract"
28,51,29,0.059801614548126,"freelance_theft"
28,46,26,0.0653774942755979,"freelance_theft"
28,34,42,0.0675257496980499,"freelance_theft"
28,28,35,0.0733793037041099,"freelance_theft"
28,15,28,0.0990619448282226,"freelance_theft"
28,55,34,0.106805423720907,"freelance_theft"
28,59,46,0.0731813067445669,"freelance_theft"
28,36,17,0.0728098044993454,"freelance_theft"
28,18,3,0.0494953455559579,"freelance_theft"
28,21,52,0.0854875182683383,"freelance_theft"
28,17,19,0.392950332933103,"freelance_theft"
28,52,9,0.0742740612118669,"freelance_theft"
28,26,29,0.0388710494562819,"freelance_theft"
28,47,42,0.0438917373037324,"freelance_theft"
28,22,55,0.104564470488333,"freelance_theft"
28,45,17,0.177858989451161,"freelance_theft"
28,3,45,0.114771000939631,"freelance_theft"
28,13,36,0.0689293487113521,"freelance_theft"
28,41,13,0.0870075189006349,"freelance_theft"
29,44,29,0.08,"guard_contract"
29,56,42,0.08,"guard_contract"
29,37,6,0.08,"guard_contract"
29,30,53,0.08,"guard_contract"
29,33,32,0.08,"guard_contract"
29,4,36,0.08,"guard_contract"
29,24,46,0.08,"guard_contract"
29,23,15,0.120127291085719,"freelance_theft"
29,12,41,0.0882584380394428,"freelance_theft"
29,22,32,0.0720885158961264,"freelance_theft"
29,35,42,0.0565296292474261,"freelance_theft"
29,17,35,0.0604819176442706,"freelance_theft"
29,34,51,0.0651726172825294,"freelance_theft"
29,45,36,0.0728040766623789,"freelance_theft"
29,47,18,0.079094598907795,"freelance_theft"
29,59,6,0.0676229389605078,"freelance_theft"
29,18,16,0.0637219130090261,"freelance_theft"
29,11,50,0.0705397550373671,"freelance_theft"
29,58,52,0.0745628082985733,"freelance_theft"
29,57,21,0.0703882850652216,"freelance_theft"
29,21,17,0.129777014318749,"freelance_theft"
29,55,21,0.0841743403039563,"freelance_theft"
29,52,13,0.0565548872854127,"freelance_theft"
29,3,50,0.0458508407742886,"freelance_theft"
29,15,52,0.0612600359439671,"freelance_theft"
29,50,41,0.0573679847256378,"freelance_theft"
29,51,55,0.090427924923801,"freelance_theft"
29,13,16,0.041419243455867,"freelance_theft"
29,41,3,0.0743896192112446,"freelance_theft"
30,5,16,0.08,"guard_contract"
30,2,42,0.08,"guard_contract"
30,40,35,0.03,"patron_contract"
30,39,52,0.03,"patron_contract"
30,27,9,0.03,"patron_contract"
30,49,26,0.03,"patron_contract"
30,31,50,0.03,"patron_contract"
30,43,6,0.03,"patron_contract"
30,14,13,0.03,"patron_contract"
30,20,29,0.03,"patron_contract"
30,8,32,0.03,"patron_contract"
30,44,36,0.03,"patron_contract"
30,56,3,0.03,"patron_contract"
30,37,21,0.03,"patron_contract"
30,30,41,0.03,"patron_contract"
30,33,28,0.03,"patron_contract"
30,4,55,0.03,"patron_contract"
30,24,18,0.03,"patron_contract"
30,10,51,0.03,"patron_contract"
30,38,53,0.03,"patron_contract"
30,54,58,0.03,"patron_contract"
30,25,11,0.03,"patron_contract"
30,7,46,0.03,"patron_contract"
30,19,57,0.03,"patron_contract"
30,48,12,0.03,"patron_contract"
30,50,55,0.0692781512004707,"delegated_theft"
30,22,52,0.0503190233635786,"freelance_theft"
30,53,22,0.13509459331361,"delegated_theft"
30,35,23,0.0891707257332325,"delegated_theft"
30,32,59,0.115152654660765,"delegated_theft"
30,55,6,0.05445491032433,"delegated_theft"
30,21,17,0.077355059307187,"delegated_theft"
30,59,34,0.0852339414674746,"freelance_theft"
30,57,11,0.0856266387331025,"delegated_theft"
30,29,55,0.0466074466563879,"delegated_theft"
30,47,21,0.0703967430384535,"freelance_theft"
30,34,50,0.057293149971335,"freelance_theft"
30,9,15,0.0925237517861059,"delegated_theft"
30,11,50,0.0372405474813677,"delegated_theft"
30,13,52,0.0327073651863261,"delegated_theft"
30,26,45,0.093082577442593,"delegated_theft"
30,58,17,0.0502807885496715,"delegated_theft"
30,46,23,0.0579609717266011,"delegated_theft"
30,12,46,0.0881967024309081,"delegated_theft"
30,6,18,0.0772141588432259,"delegated_theft"
30,52,42,0.064744259010827,"delegated_theft"
30,28,57,0.09314803202802,"delegated_theft"
30,3,59,0.0976811050431133,"delegated_theft"
30,18,35,0.05685763577176,"delegated_theft"
30,15,12,0.0974026912526358,"freelance_theft"
30,51,32,0.0684940784415526,"delegated_theft"
30,41,11,0.054522701404832,"delegated_theft"
30,36,22,0.0878114856538462,"delegated_theft"
30,45,21,0.0457578829749948,"freelance_theft"
30,23,36,0.0646529588210271,"freelance_theft"
31,40,50,0.08,"guard_contract"
31,27,52,0.08,"guard_contract"
31,49,21,0.08,"guard_contract"
31,8,55,0.08,"guard_contract"
31,39,17,0.08,"guard_contract"
31,59,18,0.052144280882149,"freelance_theft"
31,29,34,0.0684546644438257,"freelance_theft"
31,3,50,0.052206355862889,"freelance_theft"
31,57,10,0.358615852418722,"freelance_theft"
31,15,57,0.179061769164766,"freelance_theft"
31,42,3,0.0785102510836105,"freelance_theft"
31,9,47,0.125177063832117,"freelance_theft"
31,26,45,0.0695189343789336,"freelance_theft"
31,34,53,0.0939201239134473,"freelance_theft"
31,16,26,0.0775923715686725,"freelance_theft"
31,13,59,0.0747432165867758,"freelance_theft"
31,23,55,0.0582948403266521,"freelance_theft"
31,58,26,0.0504350415196371,"freelance_theft"
31,45,58,0.096900239478274,"freelance_theft"
31,12,15,0.142902999807059,"freelance_theft"
31,6,8,0.0575261515347816,"punishment"
31,36,35,0.036957463251644,"freelance_theft"
31,47,16,0.0750798382953489,"freelance_theft"
31,32,21,0.0577426239337466,"freelance_theft"
